"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
22195,165199,"FL","S",8,"AZ","Arizona","S01","","",1,58.899999999999999,"1986","2016","G","S6AZ00019",0,0,15,10,14,16,75,82,"AOK","Normal",7666,213,"R","John","McCain","","John","Sen.","III","US Senator","","M","John Sidney McCain, III","mih-KAIN","Canal Zone, Panama","1936","08","29","Married","Cindy Hensley","Phoenix, AZ","7 children, (3 from a previous marriage)","BAP","Baptist",5,"White/Caucasian","Candidate, Republican Presidential Nominee","2008","Candidate, Republican Presidential Nominee","2000","BUS","Public Relations","","","National War College (DC)","Att.","1974","U.S. Naval Academy (MD)","B.S.","1958","Episcopal High School (VA)","","1958","U.S. Navy","CAPT","1958-1981","","","","Sen. John McCain III","US Senator","Room 218","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-0303","","https://www.mccain.senate.gov/public/index.cfm/contact-form","http://mccain.senate.gov","","http://www.facebook.com/johnmccain","http://twitter.com/SenJohnMcCain","http://www.youtube.com/user/SenatorJohnMcCain","Images\Photos\FL\S","McCain_John_165199.jpg"
22196,205546,"FL","S",75,"AZ","Arizona","S02","","",2,49.200000000000003,"2012","2018","G","S2AZ00141",0,0,5,20,6,28,83,88,"AOK","Normal",7667,214,"R","Jeff","Flake","L.","Jeff","Sen.","","US Senator","","M","Jeffry Lane Flake","flake","Snowflake, AZ","1962","12","31","Married","Cheryl","Mesa, AZ","5 children","MOR","Mormon",5,"White/Caucasian","Member (AZ06 R), U.S. House of Representatives","2001-2013","","","BUS","Executive Director","BUS","Executive Director","Brigham Young University (UT)","M.A.","1987","Brigham Young University (UT)","B.A.","1986","","","","","","","","","","Sen. Jeff Flake","US Senator","Room 413","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-0305","","https://www.flake.senate.gov/public/index.cfm/contact-jeff","http://www.flake.senate.gov/","","http://www.facebook.com/SenatorJeffFlake","http://twitter.com/JeffFlake","http://www.youtube.com/user/jeffflake","Images\Photos\FL\S","Flake_Jeff_205546.jpg"
22197,165201,"FL","S",10,"CA","California","S01","","",1,62.5,"1992","2018","G","S0CA00199",0,0,30,35,88,89,38,48,"AOK","Normal",7676,848,"D","Dianne","Feinstein","","Dianne","Sen.","","US Senator","","F","Dianne Feinstein","FINE-stine","San Francisco, CA","1933","06","22","Married","Richard C. Blum","San Francisco, CA","1 child; 3 stepchildren","JEW","Jewish",5,"White/Caucasian","Chairman, U.S. Senate Select Committee on Intelligence","2013","Chairman, U.S. Senate Subcommittee on Energy and Water Development","2013","BUS","Fellow","","","Stanford University (CA)","Bach. Deg.","1955","","","","","","","","","","","","","Sen. Dianne Feinstein","US Senator","Room 331","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-0504","","https://www.feinstein.senate.gov/public/index.cfm/e-mail-me","http://feinstein.senate.gov","","http://www.facebook.com/SenatorFeinstein","http://twitter.com/SenFeinstein","http://www.youtube.com/user/SenatorFeinstein","Images\Photos\FL\S","Feinstein_Dianne_165201.jpg"
22198,165202,"FL","S",11,"CA","California","S02","","",2,52.200000000000003,"1992","2016","G","S2CA00286",0,0,95,90,97,97,38,31,"AOK","Retiring at end of term",7677,849,"D","Barbara","Boxer","","Barbara","Sen.","","US Senator","","F","Barbara Levy Boxer","BAHK-sur","Brooklyn, NY","1940","11","11","Married","Stewart Boxer","Greenbrae, CA","2 children ;  4 grandchildren ","JEW","Jewish",5,"White/Caucasian","Chief Deputy Whip, U.S. Senate","2005","Member (CA06 D), U.S. House of Representatives","1983-1993","PUB","Congressional Aide","JOU","Journalist and Associate Editor","Brooklyn College (NY)","B.A.","1962","","","","","","","","","","","","","Sen. Barbara Boxer","US Senator","Room 112","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-0505","","https://www.boxer.senate.gov/?p=shareyourviews","http://boxer.senate.gov","","http://www.facebook.com/senatorboxer","http://twitter.com/senatorboxer","http://www.youtube.com/user/SenatorBoxer","Images\Photos\FL\S","Boxer_Barbara_165202.jpg"
22199,210102,"FL","S",91,"CO","Colorado","S02","","",1,48.200000000000003,"2014","2020","G","S4CO00395",0,0,0,5,4,9,92,92,"AOK","Normal",7679,1024,"R","Cory","Gardner","S.","Cory","Sen.","","US Senator","","M","Cory Scott Gardner","GARD-nur","Yuma, CO","1974","08","22","Married","Jaime","Yuma, CO","2 children ","LUT","Lutheran",5,"White/Caucasian","Member (CO04 R), U.S. House of Representatives","2010-2014","Minority Whip, CO State House","2007-2010","LAW","Attorney, Private Law Practice","PUB","Legislative Director and General Counsel","University of Colorado School of Law","J.D.","2001","Colorado State University","B.A.","1997","","","","","","","","","","Sen. Cory Gardner","US Senator","Room 354","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510","","https://www.gardner.senate.gov/contact-cory/email-cory","http://www.gardner.senate.gov/","","http://www.facebook.com/SenCoryGardner","http://twitter.com/SenCoryGardner","http://www.youtube.com/channel/UC7Vi5vAFb7piu_BNwrYDBxQ","Images\Photos\FL\S","Gardner_Cory_210102.jpg"
22200,274906,"FL","S",52,"CO","Colorado","S01","","",1,48.100000000000001,"2009","2016","G","S0CO00211",0,0,90,90,88,90,29,45,"AOK","Normal",7678,1023,"D","Michael","Bennet","F.","Michael","Sen.","","US Senator","","M","Michael Farrand Bennet","BEH-nuht","New Delhi, India","1964","11","28","Married","Susan Daggett","Denver, CO","3 children","EPI","Episcopalian",5,"White/Caucasian","Senate Democratic Campaign Committee Chairman, U.S. Senate","2014","","","EDU","Superintendent of Schools","PUB","Chief of Staff","Yale University Law School (CT)","J.D.","1993","Wesleyan University (CT)","B.A.","1987","","","","","","","","","","Sen. Michael Bennet","US Senator","Room 261","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-0609","senator@bennet.senate.gov","https://www.bennet.senate.gov/?p=contact","http://www.bennet.senate.gov","","http://www.facebook.com/senatorbennet","http://twitter.com/senbennetco","http://www.youtube.com/user/SenatorBennet","Images\Photos\FL\S","Bennet_Michael_274906.jpg"
22201,218586,"FL","S",68,"CT","Connecticut","S01","","",1,55.200000000000003,"2010","2016","G","S0CT00177",0,0,95,90,97,98,38,44,"AOK","Normal",7680,1132,"D","Richard","Blumenthal","","Dick","Sen.","","US Senator","","M","Richard Blumenthal","BLOOM-un-thawl","Brooklyn, NY","1946","02","13","Married","Cynthia","Greenwich, CT","4 children","JEW","Jewish",5,"White/Caucasian","Candidate, U.S. Senate","2010","Attorney General, State of CT","1991-2011","LAW","Partner","VOL","Volunteer Counsel","Yale University Law School (CT)","J.D.","1973","Cambridge University (England)","Att.","1968","Harvard College (MA)","A.B.","1967","U.S. Marine Corps Reserve","Sgt","1970-1975","","","","Sen. Richard Blumenthal","US Senator","Room 706","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-0704","","https://www.blumenthal.senate.gov/contact/","http://www.blumenthal.senate.gov/","","http://www.facebook.com/SenBlumenthal","http://twitter.com/SenBlumenthal","http://www.youtube.com/user/SenatorBlumenthal","Images\Photos\FL\S","Blumenthal_Richard_218586.jpg"
22202,193324,"FL","S",77,"CT","Connecticut","S02","","",2,54.799999999999997,"2012","2018","G","S2CT00132",0,0,85,90,98,100,44,40,"AOK","Normal",7681,1133,"D","Chris","Murphy","S.","Chris","Sen.","","US Senator","","M","Christopher Scott Murphy","MUR-fee","White Plains, NY","1973","08","03","Married","Catherine Holahan","Cheshire, CT","2 children ","USP","Protestant - Unspecified Christian",5,"White/Caucasian","Member (CT05 D), U.S. House of Representatives","2007-2013","Member, CT State Senate","2003-2006","LAW","Associate","LAW","Attorney","University of Connecticut School of Law","J.D.","2002","Williams College (MA)","B.A.","1996","Oxford University Exeter College (England)","Att.","1995","","","","","","","Sen. Chris Murphy","US Senator","Room 136","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510","","http://www.murphy.senate.gov/contact","http://www.murphy.senate.gov/","","http://www.facebook.com/ChrisMurphyCT","http://twitter.com/ChrisMurphyCT","http://www.youtube.com/user/SenChrisMurphy","Images\Photos\FL\S","Murphy_Chris_193324.jpg"
22204,286419,"FL","S",56,"DE","Delaware","S02","","",2,55.799999999999997,"2010","2020","G","S0DE00092",0,0,95,100,93,94,38,48,"AOK","Normal",7683,1327,"D","Christopher","Coons","A.","Chris","Sen.","","US Senator","","M","Christopher A. Coons","koonz","Greenwich, CT","1963","09","09","Married","Annie Lingenfelter","Wilmington, DE","3 children","PRE","Presbyterian",5,"White/Caucasian","Chairman, U.S. Senate Subcommittee on Bankruptcy and the Courts","2014","Chairman, U.S. Senate Subcommittee on African Affairs","2014","LAW","Counsel","BUS","Employee","Yale University Divinity School (CT)","Mast. Deg.","1992","Yale University Law School (CT)","J.D.","1992","University of Nairobi (Kenya)","","1992","","","","","","","Sen. Christopher Coons","US Senator","Room 127A","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-0805","","https://www.coons.senate.gov/contact/email-chris","http://coons.senate.gov/","","http://www.facebook.com/SenatorChrisCoons","http://twitter.com/ChrisCoons","","Images\Photos\FL\S","Coons_Christopher_286419.jpg"
22205,193597,"FL","S",65,"FL","Florida","S02","","",1,48.899999999999999,"2010","2016","G","S0FL00338",0,0,5,0,7,6,75,78,"AOK","Running for other office",7685,1409,"R","Marco","Rubio","","Marco","Sen.","","US Senator","","M","Marco A. Rubio","ROO-bee-oh","Miami, FL","1971","05","28","Married","Jeannette Dousdebes","West Miami, FL","4 children","ROC","Roman Catholic",2,"Hispanic/Latino","Speaker, FL State House","2006-2008","Majority Leader, FL State House","2002-2004","LAW","Attorney","LAW","Attorney","University of Miami (FL)","J.D.","1996","University of Florida","B.S.","1993","Santa Fe College (NM)","Att.","1991","","","","","","","Sen. Marco Rubio","US Senator","Room 284","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-0908","","https://www.rubio.senate.gov/public/index.cfm/contact","http://rubio.senate.gov/","","http://www.facebook.com/SenatorMarcoRubio","http://twitter.com/SenRubioPress","http://www.youtube.com/user/SenatorMarcoRubio","Images\Photos\FL\S","Rubio_Marco_193597.jpg"
22207,158812,"FL","S",33,"GA","Georgia","S01","","",1,58.299999999999997,"2004","2016","G","S6GA00119",0,0,25,0,13,16,100,91,"AOK","Normal",7686,1595,"R","Johnny","Isakson","","Johnny","Sen.","","US Senator","","M","John Hardy Isakson","EYE-zuhk-suhn","Atlanta, GA","1944","12","28","Married","Dianne Davison","Marietta, GA","3 children ;  9 grandchildren ","MET","Methodist",5,"White/Caucasian","Member, U.S. House of Representatives","1999-2005","Member, GA State Senate","1994-1996","BUS","Chief Executive Officer","REL","Various positions advancing to President","University of Georgia","B.B.A.","1966","","","","","","","GA Air National Guard","SSgt","1966-1972","U.S. Air Force Reserve","","1966-1967","Sen. Johnny Isakson","US Senator","Room 131","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-1008","","https://www.isakson.senate.gov/public/index.cfm/email-me","http://isakson.senate.gov","","http://www.facebook.com/isakson","http://twitter.com/SenatorIsakson","http://www.youtube.com/user/SenatorIsakson","Images\Photos\FL\S","Isakson_Johnny_158812.jpg"
22209,248294,"FL","S",78,"HI","Hawaii","S02","","",2,61.600000000000001,"2012","2018","G","S2HI00106",0,0,95,75,99,100,30,33,"AOK","Normal",7689,1847,"D","Mazie","Hirono","K.","Mazie","Sen.","","US Senator","","F","Mazie Keiko Hirono","hee-RO-no","Fukushima, Japan","1947","11","03","Married","Leighton Kim Oshima","Honolulu, HI","1 stepchild","BUD","Buddhism",4,"Asian/Pacific American","Member (HI02 D), U.S. House of Representatives","2007-2013","Democratic Nominee, HI Governor","2002","LAW","Associate","PUB","Deputy Attorney General","Georgetown University Law Center (DC)","J.D.","1978","University of Hawaii - Manoa","B.A.","1970","Kaimuki High School (HI)","","1970","","","","","","","Sen. Mazie Hirono","US Senator","Room 330","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-1104","","https://www.hirono.senate.gov/contact","http://www.hirono.senate.gov/","","http://www.facebook.com/mazie.hirono","http://twitter.com/MazieHirono","http://www.youtube.com/user/CongresswomanHirono","Images\Photos\FL\S","Hirono_Mazie_248294.jpg"
22211,165215,"FL","S",4,"IA","Iowa","S01","","",1,64.400000000000006,"1980","2016","G","S0IA00028",0,0,5,20,15,15,88,84,"AOK","Normal",7696,2396,"R","Chuck","Grassley","","Chuck","Sen.","","US Senator","","M","Charles Ernest Grassley","GRASS-lee","New Hartford, IA","1933","09","17","Married","Barbara Ann Speicher","Cedar Falls, IA","5 children","BAP","Baptist",5,"White/Caucasian","Member, U.S. House of Representatives","1975-1981","Member, IA State House","1959-1974","EDU","Instructor","LAB","Assembly Line Worker","University of Iowa","","1958","University of Northern Iowa","M.A.","1956","University of Northern Iowa","B.A.","1955","","","","","","","Sen. Chuck Grassley","US Senator","Room 135","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-1501","","http://www.grassley.senate.gov/contact","http://grassley.senate.gov","","http://www.facebook.com/grassley","http://twitter.com/GrassleyOffice","http://www.youtube.com/user/SenChuckGrassley","Images\Photos\FL\S","Grassley_Chuck_165215.jpg"
22212,328986,"FL","S",98,"IA","Iowa","S02","","",2,52.100000000000001,"2014","2020","G","S4IA00129",0,0,0,0,0,0,0,0,"AOK","Normal",7697,2397,"R","Joni","Ernst","K.","Joni","Sen.","","US Senator","ARNG (Ret)","F","Joni K. Ernst","urnst","Red Oak, IA","1970","07","01","Married","Gail Ernst","Red Oak, IA","1 child ; 2 stepchildren ","LUT","Lutheran",5,"White/Caucasian","Senate Assistant Republican Leader, IA State Senate","2014","Co-Chair, Montgomery County (IA) Republican Party","2006-2012","PUB","Auditor","PUB","Emergency Coordinator","Columbus College (IA)","M.P.A.","1995","Iowa State University","B.S.","1992","","","","Iowa Army National Guard","LTC","2001-2015","U.S. Army Reserves","","1992-2001","Sen. Joni Ernst","US Senator","Room 111","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510","","https://www.ernst.senate.gov/public/index.cfm/email-joni","http://www.ernst.senate.gov/","","http://www.facebook.com/senjoniernst","http://twitter.com/SenJoniErnst","http://www.youtube.com/channel/UCLwrmtF_84FIcK3TyMs4MIw","Images\Photos\FL\S","Ernst_Joni_328986.jpg"
22213,165218,"FL","S",22,"ID","Idaho","S01","","",1,71.200000000000003,"1998","2016","G","S8ID00027",0,0,10,10,11,10,75,88,"AOK","Normal",7690,1928,"R","Mike","Crapo","D.","Mike","Sen.","","US Senator","","M","Michael Dean Crapo","CRAY-poe","Idaho Falls, ID","1951","05","20","Married","Susan Diane Hasleton","Idaho Falls, ID","5 children ;  5 grandchildren ","MOR","Mormon",5,"White/Caucasian","Member, U.S. House of Representatives","1993-1999","President Pro Tempore, ID State Senate","1988-1992","LAW","Partner","LAW","Associate","Harvard University Law School (MA)","J.D.","1977","Brigham Young University (UT)","B.A.","1973","Idaho Falls High School (ID)","","1969","","","","","","","Sen. Mike Crapo","US Senator","Room 239","DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","","Washington, DC 20510-1205","","http://www.crapo.senate.gov/contact/email.cfm","http://crapo.senate.gov","","http://www.facebook.com/mikecrapo","http://twitter.com/MikeCrapo","http://www.youtube.com/user/senatorcrapo","Images\Photos\FL\S","Crapo_Mike_165218.jpg"
22214,213702,"FL","S",50,"ID","Idaho","S02","","",2,65.299999999999997,"2008","2020","G","S8ID00092",0,0,10,5,10,9,75,82,"AOK","Normal",7691,1929,"R","James","Risch","E.","Jim","Sen.","","US Senator","","M","James Elroy Risch","rish","Milwaukee, WI","1943","05","03","Married","Vicki L. Choborda","Boise, ID","3 children ;  7 grandchildren ","ROC","Roman Catholic",5,"White/Caucasian","Ranking Minority Member, U.S. Senate Committee on Small Business and Entrepreneurship","2014","Ranking Minority Member, U.S. Senate Subcommittee on Near Eastern and South and Central Asian Affairs","2014","LAW","General Counsel","EDU","Professor of Criminal Law","University of Idaho, Law School","J.D.","1968","University of Idaho","B.S.","1965","University of Wisconsin, Milwaukee","Att.","1963","","","","","","","Sen. James Risch","US Senator","Room 483","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-1206","","http://www.risch.senate.gov/public/index.cfm/email","http://risch.senate.gov","","","http://twitter.com/SenatorRisch","http://www.youtube.com/user/SenatorJamesRisch","Images\Photos\FL\S","Risch_James_213702.jpg"
22215,165219,"FL","S",16,"IL","Illinois","S01","","",1,53.600000000000001,"1996","2020","G","S6IL00151",0,0,95,95,95,96,38,35,"AOK","Normal",7692,2037,"D","Dick","Durbin","","Dick","Sen.","","US Senator","","M","Richard Joseph Durbin","DUR-bin","East St. Louis, IL","1944","11","21","Married","Loretta Schaefer","Springfield, IL","3 children (1 deceased); 3 grandchildren","ROC","Roman Catholic",5,"White/Caucasian","Senate Majority Whip; Assistant Majority Leader, U.S. Senate","2014","Chairman, U.S. Senate Subcommittee on The Constitution, Civil Rights and Human Rights","2014","LAW","Partner","PUB","Legal Counsel","Georgetown University Law Center (DC)","J.D.","1969","Georgetown University (DC)","B.S.","1966","Assumption High School (IL)","","1966","","","","","","","Sen. Dick Durbin","US Senator","Room 711","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-1304","","http://www.durbin.senate.gov/contact/email","http://durbin.senate.gov","","http://www.facebook.com/SenatorDurbin","http://twitter.com/SenatorDurbin","http://www.youtube.com/user/SenatorDurbin","Images\Photos\FL\S","Durbin_Dick_165219.jpg"
22216,205758,"FL","S",57,"IL","Illinois","S02","","",1,48,"2010","2016","G","S0IL00261",0,0,20,0,14,24,0,88,"AOK","Normal",7693,2038,"R","Mark","Kirk","S.","Mark","Sen.","","US Senator","","M","Mark Steven Kirk","kurk","Champaign, IL","1959","09","15","Divorced","","Highland Park, IL","","UNT","United Church of Christ",5,"White/Caucasian","Member (IL10 R), U.S. House of Representatives","2001-2010","Staff, Dole for President","1988","PUB","Counsel","LAW","Attorney","Georgetown University Law Center (DC)","J.D.","1992","London School of Economics (England)","M.S.","1982","Cornell University (NY)","B.A.","1981","U.S. Naval Reserve","CDR","1989-Current","","","","Sen. Mark Kirk","US Senator","Room 524","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-1308","","http://www.kirk.senate.gov/?p=contact","http://kirk.senate.gov/","","http://www.facebook.com/SenatorKirk","http://twitter.com/SenatorKirk","http://www.youtube.com/user/SenatorKirk","Images\Photos\FL\S","Kirk_Mark_205758.jpg"
22217,248299,"FL","S",76,"IN","Indiana","S02","","",1,50,"2012","2018","G","S2IN00091",0,0,55,25,83,94,91,62,"AOK","Normal",7695,2236,"D","Joe","Donnelly","","Joe","Sen.","","US Senator","","M","Joseph Simon Donnelly","DAH-nuh-lee","Massapequa, NY (Queens)","1955","09","29","Married","Jill","Granger, IN","2 children","ROC","Roman Catholic",5,"White/Caucasian","Member (IN02 D), U.S. House of Representatives","2007-2013","Candidate, U.S. House of Representatives","2004","BUS","Owner and Founder","LAW","Associate","University of Notre Dame Law School (IN)","J.D.","1981","University of Notre Dame (IN)","B.A.","1977","","","","","","","","","","Sen. Joe Donnelly","US Senator","Room 720","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-1406","","https://www.donnelly.senate.gov/contact/email-joe","http://www.donnelly.senate.gov/","","http://www.facebook.com/SenatorDonnelly","http://twitter.com/SenDonnelly","http://www.youtube.com/user/JoeForIndiana","Images\Photos\FL\S","Donnelly_Joe_248299.jpg"
22218,286556,"FL","S",58,"IN","Indiana","S01","","",1,54.600000000000001,"2010","2016","G","S0IN00053",0,0,10,10,10,15,88,87,"AOK","Retiring at end of term",7694,2235,"R","Dan","Coats","R.","Dan","Sen.","","US Senator","","M","Daniel R. Coats","koats","Jackson, MI","1943","05","16","Married","Marcia Anne Crawford","Indianapolis, IN","3 children ;  8 grandchildren ","PRE","Presbyterian",5,"White/Caucasian","U.S. Ambassador to Germany, U.S. Department of State","2001-2005","Member, U.S. Senate","1989-1999","LAW","Senior Counsel","LAW","Special Counsel","Indiana University","J.D.","1971","Wheaton College (IL)","B.A.","1965","Jackson High School (MI)","","1961","U.S. Army","","1966-1968","","","","Sen. Dan Coats","US Senator","Room 493","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-1405","","https://www.coats.senate.gov/contact/","http://coats.senate.gov/","","http://www.facebook.com/senatordancoats","http://twitter.com/SenDanCoats","http://www.youtube.com/user/SenatorCoats","Images\Photos\FL\S","Coats_Dan_286556.jpg"
22219,158858,"FL","S",60,"KS","Kansas","S02","","",2,70,"2010","2016","G","S0KS00091",0,0,10,15,10,13,88,88,"AOK","Normal",7699,2554,"R","Jerry","Moran","","Jerry","Sen.","","US Senator","","M","Jerry Moran","moor-AHN","Great Bend, KS","1954","05","29","Married","Robba Addison","Hays, KS","2 children","MET","Methodist",5,"White/Caucasian","National Republican Senatorial Committee Chairman, U.S. Senate","2014","Member, U.S. House of Representatives","1997-2011","EDU","Adjunct Professor of Political Science","LAW","Partner","University of Kansas","J.D.","1981","University of Kansas","B.S.","1976","Fort Hays State University (KS)","","1973","","","","","","","Sen. Jerry Moran","US Senator","Room 521","DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","","Washington, DC 20510","","https://www.moran.senate.gov/public/index.cfm/e-mail-jerry","http://moran.senate.gov/public/","","http://www.facebook.com/jerrymoran","http://twitter.com/JerryMoran","http://www.youtube.com/user/senatorjerrymoran","Images\Photos\FL\S","Moran_Jerry_158858.jpg"
22220,165224,"FL","S",15,"KS","Kansas","S01","","",1,53.100000000000001,"1996","2020","G","S6KS00080",0,0,15,15,13,13,100,92,"AOK","Normal",7698,2553,"R","Pat","Roberts","","Pat","Sen.","","US Senator","","M","Charles Patrick Roberts","RAH-burts","Topeka, KS","1936","04","20","Married","Frankie Fann","Dodge City, KS","3 children ;  5 grandchildren ","MET","Methodist",5,"White/Caucasian","Ranking Minority Member, U.S. Senate Committee on Rules and Administration","2014","Ranking Minority Member, U.S. Senate Subcommittee on Health Care","2014","PUB","Administrative Assistant","PUB","Administrative Assistant","Arizona State University","","1964","Kansas State University","B.A.","1958","Holton High School (KS)","","1954","U.S. Marine Corps","Capt","1958-1962","","","","Sen. Pat Roberts","US Senator","Room 109","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510-1605","","https://www.roberts.senate.gov/public/?p=EmailPat","http://roberts.senate.gov","","http://www.facebook.com/SenPatRoberts","http://twitter.com/SenPatRoberts","http://www.youtube.com/user/SenPatRoberts","Images\Photos\FL\S","Roberts_Pat_165224.jpg"
22221,165225,"FL","S",5,"KY","Kentucky","S01","","",1,56.200000000000003,"1984","2020","G","S2KY00012",0,0,10,0,12,12,88,92,"AOK","Normal",7700,2724,"R","Mitch","McConnell","","Mitch","Sen.","","US Senator","","M","Addison Mitchell McConnell","mih-KAH-null","Tuscumbia, AL","1942","02","20","Married","Elaine Chao","Louisville, KY","3 children from previous marriage","BAP","Baptist",5,"White/Caucasian","Senate Minority Leader, U.S. Senate","2014","Minority Leader, U.S. Senate","2007-Current","LAW","Judge","LAW","Attorney","University of Kentucky Law School","J.D.","1967","University of Louisville (KY)","B.A.","1964","Manual High School (KY)","","1960","","","","","","","Sen. Mitch McConnell","US Senator","Room 317","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-1702","","https://www.mcconnell.senate.gov/public/?p=ContactForm","http://mcconnell.senate.gov","","http://www.facebook.com/mitchmcconnell","http://twitter.com/McconnellPress","http://www.youtube.com/user/RepublicanLeader","Images\Photos\FL\S","McConnell_Mitch_165225.jpg"
22222,285781,"FL","S",67,"KY","Kentucky","S02","","",2,55.700000000000003,"2010","2016","G","S0KY00156",0,0,15,10,7,4,75,74,"AOK","Normal",7701,2725,"R","Rand","Paul","","Rand","Sen.","","US Senator","","M","Randal Howard Paul","pall","Pittsburgh, PA","1963","01","07","Married","Kelley Ashby","Bowling Green, KY","3 children","PRE","Presbyterian",5,"White/Caucasian","","","","","VOL","Founder","MED","Ophthalmologist","Duke University (NC)","M.D.","1988","Baylor University (TX)","","1984","","","","","","","","","","Sen. Rand Paul","US Senator","Room 167","RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","","Washington, DC 20510-1704","","https://www.paul.senate.gov/connect/email-rand","http://www.paul.senate.gov/","","http://www.facebook.com/SenatorRandPaul","http://twitter.com/randpaul","http://www.youtube.com/user/SenatorRandPaul","Images\Photos\FL\S","Paul_Rand_285781.jpg"
22224,266763,"FL","S",90,"LA","Louisiana","S02","","",2,56,"2014","2020","G","S4LA00107",0,0,0,10,11,11,100,93,"AOK","Running for other office",7703,2871,"R","Bill","Cassidy","","Bill","Sen.","","US Senator","Dr.","M","William Cassidy","KA-sih-dee","Highland Park, IL","1957","09","28","Married","Laura Layden","Baton Rogue, LA","3 children","CND","Christian - Non-Denominational",5,"White/Caucasian","Candidate, US House Louisiana District 6 (LA06)","2014-2014","Member (LA06 R), U.S. House of Representatives","2008-2014","MED","Administrator","MED","Co-Founder","Louisiana State University Medical School","M.D.","1983","Louisiana State University","B.S.","1979","Tara High School (LA)","","1979","","","","","","","Sen. Bill Cassidy","US Senator","Room 703","HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","","Washington, DC 20510","","https://www.cassidy.senate.gov/contact","http://www.cassidy.senate.gov/","","http://www.facebook.com/billcassidy","http://twitter.com/billcassidy","http://www.youtube.com/user/DrBillCassidy","Images\Photos\FL\S","Cassidy_Bill_266763.jpg"
