"UID","PID","LEGTYPE","CHAMBER","CHAMBERRANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","STATUSID","STATUS","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","INCUMBENT","CUROFC","CUROFCUID","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
10813,194058,"SLE","S",,"IA","Iowa","050","","",,67.900000000000006,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",2028,2552,"D","Pam","Jochum","","Pam","Sen.","","Iowa Senator Elect","","F","Pam Jochum","","Dubuque, IA","1954","09","26","Single","","Dubuque, IA","1 child","CAT","Catholic",5,"White/Caucasian","","State Legislator for Iowa Senate District 14",28154,"Member, IA State House of Representatives (IA027)","1992-2008","Member, Former Chair, Dubuque County Democratic Central Committee","1992-2008","PUB","Full Time Legislator","","","Loras College (IA)","B.A.","1992-2008","Loras College (IA)","A.A.","1992","Wahlert High School","","1992","","","","","","","Sen. Pam Jochum","Iowa Senator Elect","","State Capitol","1007 East Grand Avenue","","Des Moines, IA 50319","pam.jochum@legis.iowa.gov","","http://www.legis.iowa.gov/Legislators/legislator.aspx?GA=84&PID=35","","","","","Images\Photos\SLE\IA\S","Jochum_Pam_194058.jpg"
10814,197448,"SLE","H",,"NM","New Mexico","001","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4293,5114,"R","Thomas","Taylor","C.","Tom","Rep.","","New Mexico Representative","","M","Thomas C. Taylor","","Farmington, NM","1948","05","02","Married","Bev","Farmington, NM","4 children; 4 grandchildren","MOR","Mormon",5,"White/Caucasian","Y","State Legislator for New Mexico House District 01",32555,"Minority Leader, NM State House of Representatives","Current","Former Mayor, City of Farmington","Current","BUS","Owner","BUS","Owner, Operator","University of New Mexico","B.A.","Current","Farmington High School","","Current","","","","","","","","","","Rep. Thomas Taylor","New Mexico Representative","Room 125-C","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","tom@tomtaylor.net","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HTAYT","","","","","Images\Photos\SLE\NM\H","Taylor_Thomas_197448.jpg"
10815,249452,"SLE","H",,"NM","New Mexico","002","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4294,5115,"R","James","Strickler","R.J.","James","Rep.","","New Mexico Representative","","M","James R.J. Strickler","","Lockhart, TX","1954","06","23","Married","Marie","Farmington, NM","","ROC","Roman Catholic",5,"White/Caucasian","Y","State Legislator for New Mexico House District 02",35712,"","","","","BUS","Petroleum Land Manager","PUB","Legislator","University of Texas","B.B.A.","Current","","","","","","","","","","","","","Rep. James Strickler","New Mexico Representative","Room 203-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","jamesstrickler@msn.com","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HSTRI","","","","","Images\Photos\SLE\NM\H","Strickler_James_249452.jpg"
10816,249454,"SLE","H",,"NM","New Mexico","003","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4295,5116,"R","Paul","Bandy","C.","Paul","Rep.","","New Mexico Representative","","M","Paul C. Bandy","","","","","","Married","Mary Catherine Curry, M.D.","Aztec, NM","4 children; 6 grandchildren","EPI","Episcopalian",5,"White/Caucasian","Y","State Legislator for New Mexico House District 03",24890,"Treasurer, San Juan Soil and Water Conservation District","Current","Former Senator, Western Colorado Congress","Current","PUB","Coordinator","AGR","Cattle and Sheep Rancher","University of Texas","","Current","University of Houston (TX)","","Current","","","","","","","","","","Rep. Paul Bandy","New Mexico Representative","Room 206-B","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","paul@paulbandy.org","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HBAND","","","","","Images\Photos\SLE\NM\H","Bandy_Paul_249454.jpg"
10818,271971,"SLE","H",,"NM","New Mexico","005","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4297,5118,"D","Sandra","Jeff","D.","Sandra","Rep.","","New Mexico Representative","","F","Sandra D. Jeff","","","","","","","","Crownpoint, NM","","","",,"","Y","State Legislator for New Mexico House District 05",34646,"","","","","BUS","Consultant","PUB","Legislative Assistant","","","","","","","","","","","","","","","","Rep. Sandra Jeff","New Mexico Representative","Room 205-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","sandra.jeff@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HJEFF","","","","","Images\Photos\SLE\NM\H","Jeff_Sandra_271971.jpg"
10819,271972,"SLE","H",,"NM","New Mexico","006","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4298,5119,"D","Eliseo","Alcon","Lee","Eliseo","Rep.","","New Mexico Representative","","M","Eliseo Lee Alcon","","","","","","","","","","","",,"","Y","State Legislator for New Mexico House District 06",24891,"","","","","","","","","","","","","","","","","","","","","","","","Rep. Eliseo Alcon","New Mexico Representative","Room 205-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","eliseoalcon@msn.com","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HALCO","","","","","Images\Photos\SLE\NM\H","Alcon_Eliseo_271972.jpg"
10820,299324,"SLE","H",,"NM","New Mexico","008","","",,53,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4300,5121,"R","Alonzo","Baldonado","","Alonzo","Rep.","","New Mexico Representative","","M","Alonzo Baldonado","","Albuquerque, NM","1974","01","29","Married","Rebecca","Los Lunas, NM","","CHC","Christian Church",2,"Hispanic/Latino","Y","State Legislator for New Mexico House District 08",24892,"","","","","REL","Real Estate Broker","","","","","","","","","","","","","","","","","","Rep. Alonzo Baldonado","New Mexico Representative","Room 203-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","alonzo.baldonado@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HBALA","","http://www.facebook.com/VoteAlonzo","","","Images\Photos\SLE\NM\H","Baldonado_Alonzo_299324.jpg"
10821,205814,"SLE","H",,"NM","New Mexico","009","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4301,5122,"D","Patricia","Lundstrom","A.","Patty","Rep.","","New Mexico Representative","","F","Patricia A. Lundstrom","","","","","","","","Gallup, NM","","","",2,"Hispanic/Latino","Y","State Legislator for New Mexico House District 09",32552,"Candidate, U.S. House of Representatives","1998","Chair, Navajo-Gallup Water Supply Project Steering Committee","1998","PUB","Director","BUS","Self-Employed","","","","","","","","","","","","","","","","Rep. Patricia Lundstrom","New Mexico Representative","Room 413-F","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","patricia.lundstrom@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HLUND","","","","","Images\Photos\SLE\NM\H","Lundstrom_Patricia_205814.jpg"
10822,197456,"SLE","H",,"NM","New Mexico","010","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4302,5123,"D","Henry","Saavedra","K.","Kiki","Rep.","","New Mexico Representative","","M","Henry K. Saavedra","","Albuquerque, NM","1936","03","06","Married","Charissa","Albuquerque, NM","","CAT","Catholic",2,"Hispanic/Latino","Y","State Legislator for New Mexico House District 10",24897,"","","","","BUS","Businessman","PUB","Deputy Director Community Service","University of Albuquerque (NM)","B.S.","1968","","","","","","","U.S. Air National Guard","","1968","","","","Rep. Henry Saavedra","New Mexico Representative","Room 304-B","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","henry.saavedra@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HSAAV","","","","","Images\Photos\SLE\NM\H","Saavedra_Henry_197456.jpg"
10823,197457,"SLE","H",,"NM","New Mexico","011","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4303,5124,"D","Rick","Miera","S.","Rick","Rep.","","New Mexico Representative","","M","Rick S. Miera","","Albuquerque, NM","1951","07","20","Married","Bern","Albuquerque, NM","2 children","ROC","Roman Catholic",2,"Hispanic/Latino","Y","State Legislator for New Mexico House District 11",24898,"","","","","BUS","Small Business Owner and Consultant","MED","Therapist","University of Albuquerque (NM)","B.A.","1973","University of Albuquerque (NM)","B.S.","1973","","","","","","","","","","Rep. Rick Miera","New Mexico Representative","Room 313-B","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","rick.miera@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HMIER","","","","","Images\Photos\SLE\NM\H","Miera_Rick_197457.jpg"
10824,227734,"SLE","H",,"NM","New Mexico","012","","",,71.799999999999997,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4304,5125,"D","Ernesto","Chavez","H.","Ernesto","Rep.","","New Mexico Representative","","M","Ernesto H. Chavez","","Albuquerque, NM","1937","02","06","Married","Rosanna","Albuquerque, NM","6 children","CAT","Catholic",2,"Hispanic/Latino","Y","State Legislator for New Mexico House District 12",24899,"Chair, Democratic Ward and Precinct","1970-2006","","","PUB","Full Time Legislator","BUS","Retired","Albuquerque Business College","","1969","Albuquerque High School","","1957","","","","U.S. Army Reserve","SGT-1CL","1957","NM Army National Guard","","1954-2007","Rep. Ernesto Chavez","New Mexico Representative","Room 204-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","ernest.chavez@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HCHAE","","","","","Images\Photos\SLE\NM\H","Chavez_Ernesto_227734.jpg"
10825,406887,"SLE","H",,"NM","New Mexico","013","","",,71.5,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4305,5126,"D","Patricia","Roybal Caballero","A.","Patricia","Ms.","","New Mexico Representative Elect","","F","Patricia A. Roybal Caballero","","","","","","","","","","","",1,"Black/African American","","",,"","","","","BUS","Community, Housing and  Economic Developer","BUS","Non-Profit Manager","University of New Mexico","Mast. Deg.","2012","University of Colorado - Boulder","B.A.","2012","","","","","","","","","","Ms. Patricia Roybal Caballero","New Mexico Representative Elect","","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","pat.roybalcaballero@nmlegis.gov","","","","","","","",""
10826,197460,"SLE","H",,"NM","New Mexico","014","","",,73.200000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4306,5127,"D","Miguel","Garcia","P.","Miguel","Rep.","","New Mexico Representative","","M","Miguel P. Garcia","","New Mexico","1951","01","19","Divorced","","Albuquerque, NM","1 child; 3 stepchildren","ROC","Roman Catholic",2,"Hispanic/Latino","Y","State Legislator for New Mexico House District 14",24901,"","","","","EDU","Teacher","REL","Real Estate Broker","University of New Mexico","M.A.","1993","Eastern New Mexico University","B.A.","1973","","","","","","","","","","Rep. Miguel Garcia","New Mexico Representative","Room 312-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","miguel.garcia@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HGAMP","","","","","Images\Photos\SLE\NM\H","Garcia_Miguel_197460.jpg"
10827,406944,"SLE","H",,"NM","New Mexico","015","","",,51.200000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4307,5128,"D","Emily","Kane","A.","Emily","Ms.","","New Mexico Representative Elect","","F","Emily Kane","","Eugene, OR","1956","05","14","","","","","","",5,"White/Caucasian","","",,"","","","","OTH","Captain","OTH","Lieutenant","","","","","","","","","","","","","","","","Ms. Emily Kane","New Mexico Representative Elect","","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","emilykane4nm@gmail.com","","","","http://www.facebook.com/pages/Community-for-Emily-Kane/369552343098621","http://twitter.com/mlekane","","Images\Photos\SLE\NM\H","Kane_Emily_406944.jpg"
10828,249460,"SLE","H",,"NM","New Mexico","016","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4308,5129,"D","Antonio","Maestas","","Moe","Rep.","","New Mexico Representative","","M","Antonio Maestas","","Albuquerque, NM","1968","07","06","Single","","Albuquerque, NM","","CAT","Catholic",2,"Hispanic/Latino","Y","State Legislator for New Mexico House District 16",30241,"First Vice Chair, Bernalillo County Democratic Party (BCDP)","2001-2003","Member, Second Judicial District Court and Metropolitan Court Nominating Committees","2001-2003","LAW","Attorney","LEN","Assistant District Attorney","University of New Mexico Law School","J.D.","1998","University of Washington","B.A.","1995","Valley High School","","1986","","","","","","","Rep. Antonio Maestas","New Mexico Representative","Room 204-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","rep16@moejustice.com","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HMAES","","","","","Images\Photos\SLE\NM\H","Maestas_Antonio_249460.jpg"
10829,197463,"SLE","H",,"NM","New Mexico","017","","",,66.599999999999994,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4309,5130,"D","Edward","Sandoval","C.","Ed","Rep.","","New Mexico Representative","","M","Edward C. Sandoval","","","1947","","","Not Stated","","Albuquerque, NM","","","",2,"Hispanic/Latino","Y","State Legislator for New Mexico House District 17",24904,"Former Member, NM State Senate","1986","","","BUS","Sales Representative","REL","Realtor","University of New Mexico","","1986","","","","","","","","","","","","","Rep. Edward Sandoval","New Mexico Representative","Room 316-B","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","edward.sandoval@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HSDOV","","","","","Images\Photos\SLE\NM\H","Sandoval_Edward_197463.jpg"
10830,197464,"SLE","H",,"NM","New Mexico","018","","",,81.099999999999994,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4310,5131,"D","Gail","Chasey","","Gail","Rep.","","New Mexico Representative","","F","Gail Chasey","","","1945","","","Married","David Norvell","Albuquerque, NM","2 children; 4 stepchildren; 4 grandchildren","NON","Unspecified/Other",5,"White/Caucasian","Y","State Legislator for New Mexico House District 18",24905,"","","","","EDU","Former Special Education Administrator","LAW","Attorney","University of New Mexico School of Law","J.D.","2008","University of New Mexico","Ph.D.","1981","","","","","","","","","","Rep. Gail Chasey","New Mexico Representative","Room 314-C","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","gail@gailchasey.com","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HCHAS","","","","","Images\Photos\SLE\NM\H","Chasey_Gail_197464.jpg"
10831,197465,"SLE","H",,"NM","New Mexico","019","","",,59.399999999999999,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4311,5132,"D","Sheryl","Williams-Stapleton","M.","Sheryl","Rep.","","New Mexico Representative","","F","Sheryl M. Williams-Stapleton","","St. Croix, Virgin Islands","1958","","","","","Albuquerque, NM","","","",1,"Black/African American","Y","State Legislator for New Mexico House District 19",24906,"Majority Whip, NM State House of Representatives","Current","","","EDU","Project Director and Coordinator of Career and Technical Education","EDU","Assistant Principal","Mexico State University, Las Cruces","Mast. Deg.","1987","Mexico State University, Las Cruces","B.S.","1978","","","","","","","","","","Rep. Sheryl Williams-Stapleton","New Mexico Representative","Room 134-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","sheryl.stapleton@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HSTAP","","","","","Images\Photos\SLE\NM\H","WilliamsStapleton_Sheryl_197465.jpg"
10833,197467,"SLE","H",,"NM","New Mexico","021","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4313,5134,"D","Mimi","Stewart","","Mimi","Rep.","","New Mexico Representative","","F","Mimi Stewart","","Sarasota, FL","1947","01","27","Married","David R. Margolin","Albuquerque, NM","2 children","NON","Unspecified/Other",5,"White/Caucasian","Y","State Legislator for New Mexico House District 21",24908,"Ward Chair, NM Democratic Party","1992-Current","Member, NM Democratic State Central Committee","1990-Current","EDU","Special Education Teacher","EDU","Field Representative","University of New Mexico","","1990-Current","Wheelock College (MA)","M.S.","1977","Boston University (MA)","B.A.","1971","","","","","","","Rep. Mimi Stewart","New Mexico Representative","Room 312-B","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","mstewart@osogrande.com","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HSTEW","","","","","Images\Photos\SLE\NM\H","Stewart_Mimi_197467.jpg"
10834,299902,"SLE","H",,"NM","New Mexico","022","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4314,5135,"R","James","Smith","E.","Jim","Rep.","","New Mexico Representative","","M","James E. Smith","","","","","","Not Stated","","Sandia Park, NM","","","",5,"White/Caucasian","Y","State Legislator for New Mexico House District 22",36778,"","","","","EDU","Physics and Computer Teacher","BUS","Owner","","","","","","","","","","","","","","","","Rep. James Smith","New Mexico Representative","Room 203-G CN","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","jim@jimsmithnm.com","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HSMIJ","","http://www.facebook.com/pages/Jim-Smith-for-State-Representative/234765534226?ref=nf","","","Images\Photos\SLE\NM\H","Smith_James_299902.jpg"
10835,407686,"SLE","H",,"NM","New Mexico","025","","",,63.100000000000001,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4317,5138,"D","Christine","Trujillo","","Christine","Ms.","","New Mexico Representative Elect","","F","Christine Trujillo","","","","","","Married","Dale","Albuquerque, NM","5 children ;  5 grandchildren ","","",,"","","",,"","","","","EDU","Teacher","","","University of New Mexico","M.A.","1971","New Mexico Highlands University","B.A.","1971","","","","","","","","","","Ms. Christine Trujillo","New Mexico Representative Elect","","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","christine.trujillo@nmlegis.gov","","","","http://www.facebook.com/electchristinetrujillo","http://twitter.com/elect_christine","","Images\Photos\SLE\NM\H","Trujillo_Christine_407686.jpg"
10836,407694,"SLE","H",,"NM","New Mexico","026","","",,61.700000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4318,5139,"D","Georgene","Louis","","Georgene","Ms.","","New Mexico Representative Elect","","F","Georgene Louis","","","","","","","","","1 child ","","",3,"Indian/Native American","","",,"State Gaming Representative, NM Gaming Control Board","2007-2011","","","LAW","Attorney","EDU","Adjunct Professor","University of New Mexico School of Law","J.D.","2004","University of New Mexico","B.A.","2001","","","","","","","","","","Ms. Georgene Louis","New Mexico Representative Elect","","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","georgene.louis@nmlegis.gov","","","","http://www.facebook.com/GeorgeneLouisForStateRep","","","Images\Photos\SLE\NM\H","Louis_Georgene_407694.jpg"
10837,197475,"SLE","H",,"NM","New Mexico","027","","",,59,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4319,5140,"R","Larry","Larranaga","A.","Larry","Rep.","","New Mexico Representative","","M","Lorenzo A. Larranaga","","Encino, NM","1937","12","31","Married","Charletta","Albuquerque, NM","2 children; 1 grandchild","ROC","Roman Catholic",2,"Hispanic/Latino","Y","State Legislator for New Mexico House District 27",24916,"","","","","AGR","Owner, Rancher","ENG","Consulting Engineer","University of New Mexico","M.S.","1977","University of New Mexico","B.S.","1970","","","","U.S. Army","","1961-1963","","","","Rep. Larry Larranaga","New Mexico Representative","Room 201-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","larry@larranaga.com","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HLARR","","","","","Images\Photos\SLE\NM\H","Larranaga_Larry_197475.jpg"
10838,227736,"SLE","H",,"NM","New Mexico","028","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4320,5141,"R","Jimmie","Hall","C.","Jimmie","Rep.","","New Mexico Representative","","M","Jimmie Charles  Hall","","McCamey, TX","1947","11","29","Married","Laura","Albuquerque, NM","1 child","PRE","Presbyterian",5,"White/Caucasian","Y","State Legislator for New Mexico House District 28",34719,"","","","","VOL","Executive Director","BUS","Credit Manager, President, CEO","West Texas Agricultural and Mechanical University","M.A.","1976","West Texas Agricultural and Mechanical University","B.A.","1971","","","","U.S. Army","2LT","1975-1977","","","","Rep. Jimmie Hall","New Mexico Representative","Room 201-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","jimmie.hall@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HHALL","","","","","Images\Photos\SLE\NM\H","Hall_Jimmie_227736.jpg"
10839,214266,"SLE","H",,"NM","New Mexico","029","","",,52.5,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4321,5142,"R","Thomas","Anderson","A.","Tom","Rep.","","New Mexico Representative","","M","Thomas Anthony Anderson","","","","","","","","Albuquerque, NM","","","",5,"White/Caucasian","Y","State Legislator for New Mexico House District 29",34720,"","","","","MIL","Officer (Retired)","","","","","","","","","","","","U.S. Navy","Officer","1975-1977","","","","Rep. Thomas Anderson","New Mexico Representative","Room 412-C","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","kb5ysg@arrl.net","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HANDE","","","","","Images\Photos\SLE\NM\H","Anderson_Thomas_214266.jpg"
10840,299692,"SLE","H",,"NM","New Mexico","030","","",,53.899999999999999,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4322,5143,"R","Nate","Gentry","","Nate","Rep.","","New Mexico Representative","","M","Nathaniel Quentin Gentry","","Albuquerque, NM","","","","Married","Erin","Albuquerque, NM","2 children ","","",5,"White/Caucasian","Y","State Legislator for New Mexico House District 30",34721,"","","","","LAW","Attorney","PUB","Counsel","University of New Mexico School of Law","J.D.","1975-1977","Rhodes College (TN)","","1975-1977","Valley High School","","1975-1977","","","","","","","Rep. Nate Gentry","New Mexico Representative","Room 206-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","natefornm@gmail.com","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HGENN","","","","","Images\Photos\SLE\NM\H","Gentry_Nate_299692.jpg"
10841,242920,"SLE","H",,"NM","New Mexico","031","","",,60.100000000000001,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4323,5144,"R","William","Rehm","R.","Bill","Rep.","","New Mexico Representative","","M","William R. Rehm","","Albuquerque, NM","1953","","","Married","","Albuquerque, NM","2 children ","","",5,"White/Caucasian","Y","State Legislator for New Mexico House District 31",24920,"Candidate, NM State House of Representatives","2004","","","LEN","Private Investigator, Traffic Re-Constructionist","EDU","Adjunct Professor","FBI National Academy (VA)","","2004","Albuquerque Police Department, 39th and 44th Academies","","2004","University of New Mexico","B.A.","2004","","","","","","","Rep. William Rehm","New Mexico Representative","Room 206-B","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","bill.rehm@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HREHM","","http://www.facebook.com/BillRehmNM","","","Images\Photos\SLE\NM\H","Rehm_William_242920.jpg"
10842,197480,"SLE","H",,"NM","New Mexico","032","","",,63.799999999999997,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4324,5145,"D","Dona","Irwin","G.","Dona","Rep.","","New Mexico Representative","","F","Dona Gale Irwin","","","","","","Not Stated","","Deming, NM","","","",5,"White/Caucasian","Y","State Legislator for New Mexico House District 32",24921,"","","","","PUB","Legislator","BUS","Banking","","","","","","","","","","","","","","","","Rep. Dona Irwin","New Mexico Representative","Room 204-B","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","donagale@zianet.com","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HIRWI","","","","","Images\Photos\SLE\NM\H","Irwin_Dona_197480.jpg"
10843,407751,"SLE","H",,"NM","New Mexico","033","","",,58.200000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4325,5146,"D","Bill","McCamley","","Bill","Mr.","","New Mexico Representative Elect","","M","Bill McCamley","","","","","","","","","","","",,"","","",,"","","","","REL","Commercial Realtor","EDU","Government Instructor","Harvard University (MA)","M.PP","2003","New Mexico State University","B.A.","2001","Mayfield High School (NM)","","2001","","","","","","","Mr. Bill McCamley","New Mexico Representative Elect","","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","bill.mccamley@nmlegis.gov","","","","http://www.facebook.com/bill.mccamley.3","","","",""
10844,197481,"SLE","H",,"NM","New Mexico","034","","",,100,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4326,5147,"D","Mary","Garcia","Helen","Mary","Rep.","","New Mexico Representative","","F","Mary Helen A. Garcia","","Las Cruces, NM","1937","07","14","Widow","George Ralph Garcia","Las Cruces, NM","2 children","CAT","Catholic",2,"Hispanic/Latino","Y","State Legislator for New Mexico House District 34",24922,"Chair, NM Democratic Party","1999-Current","","","EDU","Teacher, Principal","","","New Mexico State University","M.A.","1976","New Mexico State University","B.A.","1960","","","","","","","","","","Rep. Mary Garcia","New Mexico Representative","Room 313-A","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","maryhelen.garcia@nmlegis.gov","","http://www.nmlegis.gov/lcs/legdetails.aspx?SPONCODE=HGAMH","","","","","Images\Photos\SLE\NM\H","Garcia_Mary_197481.jpg"
10845,249462,"SLE","H",,"NM","New Mexico","035","","",,64.700000000000003,"11/6/2012","","G","",,,,,,,,,1,"Unofficial Results",4327,5148,"D","Jeff","Steinborn","","Jeff","Rep.","","New Mexico Representative Elect","","M","Jeff Steinborn","","Las Cruces, NM","","","","","","Las Cruces, NM","","","",5,"White/Caucasian","","",,"Candidate, New Mexico House District 37 (NM037)","2010-2010","Advisory Member, NM State Joint Legislative Committee on Health and Human Services","2011","PUB","Legislator","BUS","Land Conservation","Institute of World Politics (DC)","","2011","University of Texas (TX)","B.A.","2011","New Mexico Military Institute","","2011","","","","","","","Rep. Jeff Steinborn","New Mexico Representative Elect","","State Capitol","490 Old Santa Fe Trail","","Santa Fe, NM 87501","jeff.steinborn@nmlegis.gov","","","","http://www.facebook.com/jeff.steinborn.9","","","Images\Photos\SLE\NM\H","Steinborn_Jeff_249462.jpg"
