"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
22095,198188,"FL","H",231,"PA","Pennsylvania","15","","",6,53.600000000000001,"2004","2012","G","H4PA15087",0,0,45,0,42,0,100,0,"AOK","Normal",5337,6172,"R","Charlie","Dent","W.","Charlie","Rep.","","US Representative","","M","Charles W. Dent","dent","Allentown, PA","1960","05","24","Married","Pamela Jane Serfass","Allentown, PA","3 children","PRE","Presbyterian",5,"White/Caucasian","Member, PA State Senate","1999-2004","Member, PA State House","1991-1998","PUB","Intern","EDU","Development Officer","Lehigh University (PA)","M.P.A.","1993","Pennsylvania State University","B.A.","1982","William Allen High School (PA)","","1982","","","","","","","Rep. Charlie Dent","US Representative","Room 2455","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-3815","","https://dent.house.gov/?p=ContactForm","http://dent.house.gov","","http://www.facebook.com/congressmandent","http://twitter.com/DentPressShop","http://www.youtube.com/user/CongressmanDent","Images\Photos\FL\H","Dent_Charlie_198188.jpg"
22096,159046,"FL","H",127,"PA","Pennsylvania","16","","",1,65.400000000000006,"1996","2012","G","H6PA16197",0,0,0,0,8,0,75,0,"AOK","Normal",5338,6173,"R","Joe","Pitts","R.","Joe","Rep.","","US Representative","","M","Joseph R. Pitts","pits","Lexington, KY","1939","10","10","Married","Virginia M. Pratt","Kennett Square, PA","3 children ;  4 grandchildren ","USP","Protestant - Unspecified Christian",5,"White/Caucasian","Member, PA State House","1973-1996","Member, State Employees Retirement System Board","1973-1996","BUS","Owner and Operator","EDU","Teacher and Basketball Coach","West Chester University (PA)","M.Ed.","1972","Asbury College (KY)","B.A.","1961","","","","U.S. Air Force","Capt","1963-1969","","","","Rep. Joe Pitts","US Representative","Room 420","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-3816","","https://pitts.house.gov/contact-me/legislative-contact-form","http://pitts.house.gov/","","http://www.facebook.com/pages/Congressman-Joe-Pitts/94156528752","http://twitter.com/RepJoePitts","http://www.youtube.com/CongressmanJoePitts","Images\Photos\FL\H","Pitts_Joe_159046.jpg"
22098,159048,"FL","H",97,"PA","Pennsylvania","14","","",2,68.799999999999997,"1994","2012","G","H4PA18131",0,0,95,0,96,0,53,0,"AOK","Normal",5336,6171,"D","Mike","Doyle","F.","Mike","Rep.","","US Representative","","M","Michael F. Doyle","DOY-ull","Swissvale, PA","1953","08","05","Married","Susan Erlandson","Forest Hills, PA","4 children","ROC","Roman Catholic",5,"White/Caucasian","Member, Swissvale PA Borough Council","1977-1981","","","PUB","Chief of Staff","PUB","Chief of Staff","Pennsylvania State University","B.S.","1975","Swissvale Area High School (PA)","","1975","","","","","","","","","","Rep. Mike Doyle","US Representative","Room 239","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-3814","rep.doyle@mail.house.gov","http://doyle.house.gov/contact-me/email-me","http://doyle.house.gov","","http://www.facebook.com/usrepmikedoyle","http://twitter.com/USRepMikeDoyle","http://www.youtube.com/user/CongressmanDoyle","Images\Photos\FL\H","Doyle_Mike_159048.jpg"
22101,286955,"FL","H",382,"PA","Pennsylvania","03","","",10,55.700000000000003,"2010","2012","G","H0PA03271",0,0,40,0,67,0,90,0,"AOK","Normal",5325,6160,"R","Mike","Kelly","","Mike","Rep.","","US Representative","","M","Mike Kelly","KEH-lee","Pittsburgh, PA","1948","05","10","Married","Victoria","Butler, PA","4 children ;  4 grandchildren ","ROC","Roman Catholic",5,"White/Caucasian","Chair, City of Butler Redevelopment Authority","1975","Member, Butler City Council","2006-2009","BUS","Owner","BUS","Owner","University of Notre Dame (IN)","B.A.","1970","Butler High School (PA)","","1966","","","","","","","","","","Rep. Mike Kelly","US Representative","Room 515","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-3803","","https://kelly.house.gov/contact-me/email-me","http://kelly.house.gov/","","","","http://www.youtube.com/repmikekelly","Images\Photos\FL\H","Kelly_Mike_286955.jpg"
22103,198593,"FL","H",346,"RI","Rhode Island","01","","",2,50.600000000000001,"2010","2012","G","H0RI01073",0,0,100,0,96,0,50,0,"AOK","Normal",5595,6432,"D","David","Cicilline","N.","David","Rep.","","US Representative","","M","David N. Cicilline","sih-sih-LEE-nee","Providence, RI","1961","07","15","Single","","Providence, RI","","JEW","Jewish",5,"White/Caucasian","Mayor, City of Providence, RI","2003-2011","Member, RI State House","1995-2003","EDU","Adjunct Professor of Law","VOL","Attorney","Georgetown University Law Center (DC)","J.D.","1986","Brown University (RI)","B.A.","1983","","","","","","","","","","Rep. David Cicilline","US Representative","Room 128","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-3901","","https://cicilline.house.gov/contact-me/email-me","http://cicilline.house.gov/","","http://www.facebook.com/CongressmanDavidCicilline","http://twitter.com/housedemocrats","http://www.youtube.com/user/RepDavidCicilline","Images\Photos\FL\H","Cicilline_David_198593.jpg"
22108,285066,"FL","H",364,"SC","South Carolina","04","","",3,63.5,"2010","2012","G","H0SC04257",0,0,0,0,0,0,0,0,"AOK","Normal",5713,6552,"R","Trey","Gowdy","","Trey","Rep.","","US Representative","","M","Harold W. Gowdy III","GOU-dee","Greenville, SC","1964","08","22","Married","Terri Dillard","Spartanburg, SC","2 children","BAP","Baptist",5,"White/Caucasian","Circuit Solicitor, 7th Judicial Circuit, Spartanburg County (SC)","2000-2010","","","PUB","Assistant U.S. Attorney","LAW","Associate","University South Carolina School of Law","J.D.","1989","Baylor University (TX)","B.A.","1986","Spartanburg High School (SC)","","1982","","","","","","","Rep. Trey Gowdy","US Representative","Room 1404","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4004","","http://gowdy.house.gov/Contact/","http://gowdy.house.gov/","","http://www.facebook.com/pages/Trey-Gowdy/143059759084016","http://twitter.com/tgowdysc","http://www.youtube.com/user/TGowdySC","Images\Photos\FL\H","Gowdy_Trey_285066.jpg"
22109,249811,"FL","H",391,"SC","South Carolina","05","","",4,55.100000000000001,"2010","2012","G","H0SC05031",0,0,95,0,96,0,55,0,"AOK","Normal",5714,6553,"R","Mick","Mulvaney","","Mick","Rep.","","US Representative","","M","John Michael Mulvaney","mull-VAY-nee","Alexandria, VA","1967","07","21","Married","Pamela West","Indian Land, SC","3 children (triplets)","ROC","Roman Catholic",5,"White/Caucasian","Member, SC State Senate","2009-2010","Member, SC State House","2007-2009","BUS","Franchise Owner-Operator","LAW","President","Harvard Business School (MA)","Att.","2006","University of North Carolina Law School - Chapel Hill","J.D.","1992","Georgetown University School of Foreign Service (DC)","B.S.","1989","","","","","","","Rep. Mick Mulvaney","US Representative","Room 1004","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4005","","https://forms.house.gov/mulvaney/webforms/zipauthen_contact.shtml","http://mulvaney.house.gov/","","http://www.facebook.com/MulvaneySC5","http://twitter.com/RepMickMulvaney","http://www.youtube.com/RepMickMulvaney","Images\Photos\FL\H","Mulvaney_Mick_249811.jpg"
22110,159060,"FL","H",71,"SC","South Carolina","06","","",1,62.899999999999999,"1992","2012","G","H2SC02042",0,0,95,0,100,0,68,0,"AOK","Normal",5715,6554,"D","James","Clyburn","E.","Jim","Rep.","","US Representative","","M","James Enos Clyburn","KLY-burn","Sumter, SC","1940","07","21","Married","Emily England","Columbia, SC","3 children","AME","African Methodist Episcopal",1,"Black/African American","House Assistant Democratic Leader, U.S. House of Representatives","2011-Current","House Majority Whip, U.S. House of Representatives","2007-2011","PUB","Staff Member","BUS","Executive Director","South Carolina Executive Institute","","1957","South Carolina University Law School (SC)","","1974","South Carolina State University","B.S.","1962","","","","","","","Rep. James Clyburn","US Representative","Room 242","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4006","jclyburn@mail.house.gov","http://clyburn.house.gov/contact-me/email-me","http://clyburn.house.gov","","http://www.facebook.com/jameseclyburn","http://twitter.com/Clyburn","http://www.youtube.com/user/RepJamesClyburn","Images\Photos\FL\H","Clyburn_James_159060.jpg"
22112,267171,"FL","H",317,"TN","Tennessee","01","","",3,80.799999999999997,"2008","2012","G","H6TN01388",0,0,5,0,13,0,85,0,"AOK","Normal",5957,6835,"R","Phil","Roe","","Phil","Rep.","","US Representative","Dr.","M","David Phillip Roe","roe","Clarksville, TN","1945","07","21","Married","Pam","Johnston City, TN","3 children ;  2 grandchildren ","MET","Methodist",5,"White/Caucasian","Mayor, Johnston City","2007-2008","Candidate, U.S. House of Representatives","2006","MED","Physician - Obstetrician and Gynecologist","","","University of Tennessee, Memphis","M.D.","1973","Austin Peay State University (TN)","B.S.","1967","","","","U.S. Army","MAJ","1973-1974","","","","Rep. Phil Roe","US Representative","Room 419","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4201","","http://roe.house.gov/Contact/","http://roe.house.gov/","","http://www.facebook.com/pages/Dr-Phil-Roe/130725126985966","http://twitter.com/DrPhilRoe","http://www.youtube.com/drphilroe","Images\Photos\FL\H","Roe_Phil_267171.jpg"
22113,159063,"FL","H",42,"TN","Tennessee","02","","",1,81.799999999999997,"1988","2012","G","H8TN02069",0,0,20,0,13,0,70,0,"AOK","Normal",5958,6836,"R","John","Duncan","J.","Jimmy","Rep.","Jr.","US Representative","","M","John James Duncan, Jr.","DONE-can","Lebanon, TN","1947","07","21","Married","Lynn Hawkins","Knoxville, TN","4 children; 5 grandchildren","PRE","Presbyterian",5,"White/Caucasian","Judge, Knox County (TN) Criminal Court","1980-1988","","","LAW","Practicing Attorney","","","George Washington University School of Law (DC)","J.D.","1973","University of Tennessee","B.S.","1969","","","","U.S. Army National Guard","","1969","U.S. Army Reserve","CPT","1970-1987","Rep. John Duncan Jr.","US Representative","Room 2207","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4202","","http://duncan.house.gov/services/zip-auth.shtml","http://www.house.gov/duncan","","http://www.facebook.com/CongressmanDuncan","","http://www.youtube.com/user/RepJohnDuncan","Images\Photos\FL\H","Duncan_John_159063.jpg"
22114,285119,"FL","H",358,"TN","Tennessee","03","","",7,56.799999999999997,"2010","2012","G","H0TN03254",0,0,20,0,17,0,75,0,"AOK","Normal",5959,6837,"R","Chuck","Fleischmann","","Chuck","Rep.","","US Representative","","M","Charles J. Fleischmann","FLYSH-muhn","New York, NY","1962","10","11","Married","Brenda","Ooltewah, TN","3 children","ROC","Roman Catholic",5,"White/Caucasian","","","","","ENT","Auctioneer","ENT","Radio Talk Show Host","University of Tennessee College of Law - Knoxville","J.D.","1986","University of Illinois","B.A.","1983","","","","","","","","","","Rep. Chuck Fleischmann","US Representative","Room 230","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4203","","http://fleischmann.house.gov/contact-me/email-me","http://fleischmann.house.gov/","","http://www.facebook.com/repchuck","http://twitter.com/repchuck","http://www.youtube.com/repchuck","Images\Photos\FL\H","Fleischmann_Chuck_285119.jpg"
22134,159084,"FL","H",52,"TX","Texas","14","","",4,76,"1996","2012","G","H6TX22101",0,0,15,0,21,0,47,0,"AOK","Running for other office",6111,6991,"R","Ron","Paul","","Ron","Rep.","","US Representative","Dr.","M","Ronald Ernest Paul","pall","Pittsburgh, PA","1935","08","20","Married","Carol Wells","Lake Jackson, TX","5 children; 18 grandchildren","BAP","Baptist",5,"White/Caucasian","Member (TX14 R), U.S. House of Representatives","1997-Current","Candidate, Republican Presidential Nomination","2007-2008","MED","Physician - Obstetrician and Gynecologist","MED","Internship and Residency Training","University of Pittsburgh (PA)","Att.","1968","Duke University School of Medicine (NC)","M.D.","1961","Gettysburg College (PA)","B.A.","1957","U.S. Air Force National Guard","","1965-1968","U.S. Air Force","Capt","1963-1965","Rep. Ron Paul","US Representative","Room 203","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4314","rep.paul@mail.house.gov","http://forms.house.gov/paul/webforms/issue_subscribe.html","http://paul.house.gov/","","http://www.facebook.com/pages/Congressman-Ron-Paul/181620931870421","http://twitter.com/repronpaul","http://www.youtube.com/congressmanronpaul","Images\Photos\FL\H","Paul_Ron_159084.jpg"
22135,159085,"FL","H",120,"TX","Texas","15","","",5,55.700000000000003,"1996","2012","G","H6TX15055",0,0,90,0,100,0,63,0,"AOK","Normal",6112,6992,"D","Ruben","Hinojosa","","Ruben","Rep.","","US Representative","","M","Ruben E. Hinojosa","een-oh-HO-suh","Edcouch, TX","1940","08","20","Married","Martha Lopez","Mercedes, TX","5 children ; 6 grandchildren","ROC","Roman Catholic",2,"Hispanic/Latino","Member, TX State Board of Education","1974-1984","","","BUS","President and Chief Financial Officer","EDU","Adjunct Professor","University of Texas - Pan American","M.B.A.","1980","University of Texas","B.B.A.","1962","","","","","","","","","","Rep. Ruben Hinojosa","US Representative","Room 2262","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4315","","http://hinojosa.house.gov/contact-me/email-me","http://hinojosa.house.gov","","http://www.facebook.com/CongressmanRubenHinojosa","http://twitter.com/USRepRHinojosa","http://www.youtube.com/user/RepRubenHinojosa","Images\Photos\FL\H","Hinojosa_Ruben_159085.jpg"
22136,159086,"FL","H",128,"TX","Texas","16","","",6,58,"1996","2012","G","H6TX00115",0,0,95,0,96,0,63,0,"AOK","Retiring at end of term",6113,6993,"D","Silvestre","Reyes","","Silvestre","Rep.","","US Representative","","M","Silvestre Reyes","RAY-ess","Canutillo, TX","1944","11","10","Married","Carolina Gaytan","El Paso, TX","3 children ;  4 grandchildren ","ROC","Roman Catholic",2,"Hispanic/Latino","Member, Canutillo School Board","1968-1970","","","LEN","Chief Patrol Agent","LEN","Chief Patrol Agent","El Paso Community College (TX)","A.A.","1977","Texas Western College","Att.","1966","University of Texas - Austin","Att.","1965","U.S. Army","SGT E-5","1966-1968","","","","Rep. Silvestre Reyes","US Representative","Room 2210","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4316","","http://reyes.house.gov/Contact/vyo.htm","http://reyes.house.gov","","http://www.facebook.com/CongressmanReyes","http://twitter.com/silvestrereyes","http://www.youtube.com/repreyes","Images\Photos\FL\H","Reyes_Silvestre_159086.jpg"
22137,287157,"FL","H",359,"TX","Texas","17","","",23,61.799999999999997,"2010","2012","G","H0TX17104",0,0,85,0,95,0,75,0,"AOK","Normal",6114,6994,"R","Bill","Flores","H.","Bill","Rep.","","US Representative","","M","William H. Flores","FLOOR-ehz","Warren Air Force Base, Cheyenne, WY","1954","02","05","Married","Gina","Bryan, TX","2 children","BAP","Baptist",5,"White/Caucasian","","","","","BUS","President and Chief Executive Officer","LAB","Cattle Driver/Farmer","Houston Baptist University (TX)","M.B.A.","1985","Texas A&M University","B.B.A.","1976","","","","","","","","","","Rep. Bill Flores","US Representative","Room 1505","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4317","","http://flores.house.gov/index.cfm?sectionid=58&sectiontree=3,58","http://flores.house.gov/","","http://www.facebook.com/RepBillFlores","http://twitter.com/RepBillFlores","http://www.youtube.com/RepBillFlores","Images\Photos\FL\H","Flores_Bill_287157.jpg"
22138,159088,"FL","H",101,"TX","Texas","18","","",4,70.099999999999994,"1994","2012","G","H4TX18054",0,0,100,0,100,0,55,0,"AOK","Normal",6115,6995,"D","Sheila","Jackson Lee","","Sheila","Rep.","","US Representative","","F","Sheila Jackson Lee","JAK-suhn-lee","Jamaica, NY","1950","01","12","Married","Elwyn C. Lee","Houston, TX","2 children","USP","Protestant - Unspecified Christian",1,"Black/African American","Member, Houston City Council","1990-1994","Candidate, Election to the 295th District Court","1988","LAW","Senior Attorney","LAW","Trial Attorney","University of Virginia Law School","J.D.","1975","Yale University (CT)","B.A.","1972","New York University","","1972","","","","","","","Rep. Sheila Jackson Lee","US Representative","Room 2160","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4318","","http://jacksonlee.house.gov/Contact/","http://www.jacksonlee.house.gov","","http://www.facebook.com/pages/Congresswoman-Sheila-Jackson-Lee/169479190984","http://twitter.com/JacksonLeeTX18","http://www.youtube.com/user/SheilaJacksonLeeTX18","Images\Photos\FL\H","JacksonLee_Sheila_159088.jpg"
22140,159090,"FL","H",147,"TX","Texas","20","","",7,63.600000000000001,"1998","2012","G","H8TX20077",0,0,95,0,96,0,60,0,"AOK","Retiring at end of term",6116,6997,"D","Charles","Gonzalez","A.","Charlie","Rep.","","US Representative","","M","Charles A. Gonzalez","gon-SAH-les","San Antonio, TX","1945","05","05","Divorced","","San Antonio, TX","1 child ","ROC","Roman Catholic",2,"Hispanic/Latino","District Judge, 57th District","1989-1997","County Judge, Bexar County, TX","1983-1987","LAW","Juvenile Referee","LAW","Practicing Attorney","St. Mary's Law School (TX)","J.D.","1972","University of Texas","B.A.","1969","Thomas A. Edison High School (TX)","","1965","TX Air National Guard","E-5","1969-1975","","","","Rep. Charles Gonzalez","US Representative","","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4320","","http://forms.house.gov/gonzalez/webforms/issue_subscribe.htm","http://www.gonzalez.house.gov","","http://www.facebook.com/RepCharlesAGonzalez","http://twitter.com/TX20CharlieG","http://www.youtube.com/user/RepCharlesAGonzalez","Images\Photos\FL\H","Gonzalez_Charles_159090.jpg"
22141,159091,"FL","H",37,"TX","Texas","21","","",3,68.900000000000006,"1986","2012","G","H6TX21012",0,0,15,0,13,0,84,0,"AOK","Normal",6117,6998,"R","Lamar","Smith","S.","Lamar","Rep.","","US Representative","","M","Lamar Seeligson Smith","smith","San Antonio, TX","1947","11","19","Married","Elizabeth (Beth) Schaefer","San Antonio, TX","2 children","CSC","Christian Scientist",5,"White/Caucasian","TX Commissioner, Bexar County Board of Commissioners","1982-1985","Member, TX State House","1981-1982","AGR","Partner","LAW","Associate","Southern Methodist University Law School (TX)","J.D.","1975","Yale University (CT)","B.A.","1969","Texas Military Institute","","1965","","","","","","","Rep. Lamar Smith","US Representative","Room 2409","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4321","","http://lamarsmith.house.gov/Contact/","http://lamarsmith.house.gov","","http://www.facebook.com/LamarSmithTX21","http://twitter.com/LamarSmithTX21","http://www.youtube.com/user/lamarsmithtexas21","Images\Photos\FL\H","Smith_Lamar_159091.jpg"
22142,164975,"FL","H",311,"TX","Texas","22","","",20,67.5,"2008","2012","G","H8TX22107",0,0,60,0,83,0,84,0,"AOK","Normal",6118,6999,"R","Pete","Olson","","Pete","Rep.","","US Representative","","M","Peter Graham Olson","OLL-suhn","Fort Lewis, WA","1962","12","09","Married","Nancy","Sugar Land, TX","2 children","MET","Methodist",5,"White/Caucasian","","","","","PUB","Chief of Staff","PUB","Naval Liaison Officer","University of Texas Law School","J.D.","1988","Rice University (TX)","B.A.","1985","Clear Lake High School (TX)","","1981","U.S. Naval Reserve","","1981","U.S. Navy","","1988-1995","Rep. Pete Olson","US Representative","Room 312","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4322","","https://olson.house.gov/contact-us-form","http://olson.house.gov/","","http://www.facebook.com/pages/Pete-Olson/20718168936","http://twitter.com/olsonpressshop","http://www.youtube.com/user/PeteOlsonTX22","Images\Photos\FL\H","Olson_Pete_164975.jpg"
22143,285246,"FL","H",344,"TX","Texas","23","","",21,49.399999999999999,"2010","2012","G","H4TX28046",0,0,95,0,96,0,60,0,"AOK","Normal",6122,7000,"R","Francisco","Canseco","R.","Quico","Rep.","","US Representative","","M","Francisco R. Canseco","kan-SAY-ko","Laredo, TX","1949","07","30","Married","Gloria","San Antonio, TX","3 children","ROC","Roman Catholic",2,"Hispanic/Latino","Candidate, U.S. House of Representatives","2008","Associate General Counsel, Republican Party of Texas","2005-2010","BUS","Counsel","BUS","President and Director","St. Louis University School of Law (MO)","J.D.","1975","St. Louis University (MO)","B.A.","1972","Culver Military Academy (IN)","","1972","","","","","","","Rep. Francisco Canseco","US Representative","Room 1339","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4323","","http://canseco.house.gov/Contact/","http://canseco.house.gov/","","http://www.facebook.com/RepCanseco","http://twitter.com/RepCanseco","http://www.youtube.com/RepCanseco","Images\Photos\FL\H","Canseco_Francisco_285246.jpg"
22144,199221,"FL","H",242,"TX","Texas","24","","",18,81.599999999999994,"2004","2012","G","H4TX24094",0,0,10,0,9,0,78,0,"AOK","Normal",6119,7001,"R","Kenny","Marchant","E.","Ken","Rep.","","US Representative","","M","Kenny Ewell Marchant","MAR-chuhnt","Bonham, TX","1951","02","23","Married","Donna Walker","Coppell, TX","4 children","NAZ","Nazarene",5,"White/Caucasian","Member, TX State House","1987-2005","Mayor, Carrollton (TX)","1984-1987","BUS","Homebuilder","","","Nazarene Theological Seminary (MO)","Att.","1975","Southern Nazarene University (OK)","B.A.","1974","R.L. Turner High School (TX)","","1974","","","","","","","Rep. Kenny Marchant","US Representative","Room 1110","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4324","","http://marchant.house.gov/Contact/","http://marchant.house.gov/","","http://www.facebook.com/RepKennyMarchant","http://twitter.com/RepKenMarchant","http://www.youtube.com/user/RepKennyMarchant","Images\Photos\FL\H","Marchant_Kenny_199221.jpg"
22147,287179,"FL","H",356,"TX","Texas","27","","",22,47.899999999999999,"2010","2012","G","H0TX27061",0,0,80,0,96,0,71,0,"AOK","Normal",6124,7004,"R","Blake","Farenthold","","Blake","Rep.","","US Representative","","M","Randolph Blake Farenthold","FAIR-ent-hold","Corpus Christi, TX","1962","12","12","Married","Debbie","Corpus Christi, TX","2 children","EPI","Episcopalian",5,"White/Caucasian","","","","","ENT","Talk Show Contributor","LAW","Associate","Saint Mary's University School of Law - San Antonio (TX)","J.D.","1989","University of Texas","B.S.","1985","Incarnate Word Academy (TX)","","1985","","","","","","","Rep. Blake Farenthold","US Representative","Room 117","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-4327","","http://farentholdforms.house.gov/contact/","http://farenthold.house.gov/","","http://www.facebook.com/BlakeFarenthold","http://twitter.com/farenthold","http://www.youtube.com/user/BlakeFarenthold","Images\Photos\FL\H","Farenthold_Blake_287179.jpg"
22148,199164,"FL","H",230,"TX","Texas","28","","",8,56.200000000000003,"2004","2012","G","H2TX23082",0,0,90,0,92,0,70,0,"AOK","Normal",6125,7005,"D","Henry","Cuellar","","Henry","Rep.","","US Representative","","M","Henry R. Cuellar","KWAY-ar","Laredo, TX","1955","09","19","Married","Imelda Rios","Laredo, TX","2 children","ROC","Roman Catholic",2,"Hispanic/Latino","Co-Vice Chair, House Democratic Steering and Policy Committee","Current","Candidate, U.S. House of Representatives","2002","VOL","Co-founder and President","EDU","Adjunct Professor for International Commercial Law","University of Texas","Ph.D.","1998","Texas A and M International University","M.B.A.","1982","University of Texas School of Law","J.D.","1981","","","","","","","Rep. Henry Cuellar","US Representative","Room 2431","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4328","","http://cuellar.house.gov/Contact/SendMeAnEmail.htm","http://cuellar.house.gov","","http://www.facebook.com/pages/US-Congressman-Henry-Cuellar-TX-28/152569121550","http://twitter.com/RepCuellar","http://www.youtube.com/user/henrycuellar","Images\Photos\FL\H","Cuellar_Henry_199164.jpg"
22170,159120,"FL","H",100,"WA","Washington","04","","",1,67.599999999999994,"1994","2012","G","H2WA04041",0,0,9,0,10,0,74,0,"AOK","Normal",6694,7641,"R","Doc","Hastings","","Doc","Rep.","","US Representative","","M","Richard Norman Hastings","HAY-stingz","Spokane, WA","1941","02","07","Married","Claire Montmorency","Pasco, WA","3 children ;  8 grandchildren ","ROC","Roman Catholic",5,"White/Caucasian","Candidate, Election to U.S. House of Representatives WA04)","1992","Member, Republican National Platform Committee","1984","BUS","President","","","Central Washington University","Att.","1964","Columbia Basin Community College (WA)","Att.","1961","Pasco High School (Wa)","","1959","U.S. Army Reserve","","1963-1969","","","","Rep. Doc Hastings","US Representative","Room 1203","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-4704","","http://hastings.house.gov/Contact/","http://hastings.house.gov","","http://www.facebook.com/pages/Doc-Hastings/7507129675","http://twitter.com/dochastings","http://www.youtube.com/user/RepDocHastings","Images\Photos\FL\H","Hastings_Doc_159120.jpg"
22171,199779,"FL","H",240,"WA","Washington","05","","",2,63.700000000000003,"2004","2012","G","H4WA05077",0,0,15,0,9,0,75,0,"AOK","Normal",6695,7642,"R","Cathy","McMorris Rodgers","","Cathy","Rep.","","US Representative","","F","Cathy Ann McMorris Rodgers","mik-MOR-is-RAH-jurz","Salem, OR","1969","05","22","Married","Brian","Colville, WA","2 children ","CHC","Christian Church",5,"White/Caucasian","Minority Leader, WA State House","2003-2005","Vice Chair, Presidential Campaign of Gov. George W. Bush (TX R)","2000","PUB","Legislative Assistant","BUS","Owner","University of Washington","M.B.A.","2002","Pensacola Christian College (FL)","B.A.","1990","","","","","","","","","","Rep. Cathy McMorris Rodgers","US Representative","Room 2421","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-4705","","https://mcmorrisforms.house.gov/write-to-cathy1","http://www.mcmorrisrodgers.house.gov","","http://www.facebook.com/mcmorrisrodgers","http://twitter.com/cathymcmorris","http://www.youtube.com/user/McMorrisRodgers","Images\Photos\FL\H","McMorrisRodgers_Cathy_199779.jpg"
